1,53,80,4,503,1.000000,8 ms
2,2500,3125,5,115,1.036036,897 ms
3,2500,5000,5,76,1.041095,814 ms
4,2500,12500,5,34,1.000000,1284 ms
5,2500,62500,5,15,1.000000,1073 ms
6,55,82,6,557,1.000000,18 ms
7,157,266,6,1267,1.022598,79 ms
8,307,526,6,1897,1.006366,215 ms
9,57,84,8,926,1.000000,31 ms
10,64,288,8,2344,1.002566,22 ms
11,64,288,8,23,1.000000,19 ms
12,160,269,9,1709,1.003523,211 ms
13,640,960,9,4192,1.039424,538 ms
14,640,960,9,3671,1.023132,474 ms
15,640,960,9,3438,1.000000,442 ms
16,640,960,9,4169,1.042250,604 ms
17,640,960,9,4097,1.022715,610 ms
18,640,4135,9,2482,1.037625,326 ms
19,640,4135,9,2476,1.004462,288 ms
20,640,4135,9,2428,1.012088,294 ms
21,640,4135,9,2354,1.084292,285 ms
22,640,4135,9,2448,1.043033,301 ms
23,640,204480,9,2350,1.343624,1273 ms
24,640,204480,9,2349,1.337699,1329 ms
25,640,204480,9,2348,1.338654,1300 ms
26,640,204480,9,2344,1.338663,1287 ms
27,90,135,10,191,1.015957,79 ms
28,169,280,10,277,1.007272,240 ms
29,179,293,10,245,1.000000,192 ms
30,286,465,10,374,1.000000,525 ms
31,298,503,10,312,1.003215,469 ms
32,311,530,10,2252,1.001779,543 ms
33,331,560,10,321,1.006269,450 ms
34,541,906,10,457,1.000000,965 ms
35,609,932,10,588,1.012048,2400 ms
36,632,1087,10,608,1.048275,2640 ms
37,777,1239,10,566,1.000000,3075 ms
38,816,1460,10,4289,1.002102,3534 ms
39,875,1522,10,604,1.000000,2350 ms
40,957,1554,10,607,1.000000,3510 ms
41,898,1562,10,599,1.008417,2344 ms
42,938,1655,10,616,1.000000,5411 ms
43,918,1684,10,609,1.008278,2532 ms
44,1080,2015,10,561,1.000000,3388 ms
45,1290,2270,10,828,1.006075,4432 ms
46,2500,3125,10,227,1.060747,4529 ms
47,2500,5000,10,149,1.027586,5644 ms
48,3023,5575,10,1589,1.001260,97539 ms
49,3221,5938,10,1571,1.013548,94394 ms
50,5181,8893,10,2082,1.032738,264059 ms
51,2500,12500,10,68,1.014925,6700 ms
52,2500,62500,10,26,1.040000,6075 ms
53,128,227,11,1100364,1.000002,371 ms
54,123,233,11,1100192,1.000011,260 ms
55,191,302,11,311,1.000000,299 ms
56,212,381,11,302,1.000000,390 ms
57,237,390,11,362,1.025495,361 ms
58,317,476,11,408,1.000000,977 ms
59,278,478,11,564,1.000000,641 ms
60,338,541,11,475,1.017130,1064 ms
61,353,608,11,350,1.000000,493 ms
62,402,695,11,494,1.000000,1189 ms
63,572,963,11,623,1.003220,3022 ms
64,663,1154,11,506,1.000000,2059 ms
65,720,1269,11,513,1.009842,2675 ms
66,921,1558,11,647,1.010937,6035 ms
67,3675,6709,11,6887,1.032069,44214 ms
68,84,149,12,1200237,1.000000,200 ms
69,64,192,12,3300,1.008865,63 ms
70,64,192,12,34,1.062500,56 ms
71,233,386,12,351,1.020348,409 ms
72,313,532,12,2785,1.011991,758 ms
73,386,653,12,386,1.000000,850 ms
74,539,985,12,468,1.000000,3074 ms
75,818,1462,12,5269,1.003619,5985 ms
76,1704,2991,12,869,1.000000,8549 ms
77,1981,3633,12,6655,1.005590,23185 ms
78,3031,5239,12,1290,1.000000,111257 ms
79,4045,7094,12,1459,1.000000,60885 ms
80,4221,7255,12,1595,1.015276,117572 ms
81,110,188,13,1300799,1.000000,441 ms
82,339,579,13,345,1.000000,1231 ms
83,346,583,13,460,1.006564,1250 ms
84,311,613,13,1300501,1.000003,2074 ms
85,125,750,13,22,1.100000,128 ms
86,125,750,13,3685,1.006555,163 ms
87,125,750,13,36,1.000000,135 ms
88,777,1358,13,640,1.015873,4419 ms
89,933,1632,13,550,1.000000,3065 ms
90,1128,1905,13,907,1.011148,11738 ms
91,1359,2458,13,724,1.014005,9495 ms
92,128,247,14,1400250,1.000000,586 ms
93,165,274,14,1380,1.023738,405 ms
94,145,283,14,1400291,1.000000,468 ms
95,418,723,14,399,1.000000,1217 ms
96,468,822,14,397,1.000000,1687 ms
97,1196,2084,14,745,1.000000,8518 ms
98,138,257,15,1500422,1.000000,697 ms
99,193,369,15,1500418,1.000008,1081 ms
100,204,374,16,1600214,1.000003,1360 ms
101,311,579,16,1601199,1.000005,2642 ms
102,391,666,16,381,1.000000,1423 ms
103,402,690,16,393,1.000000,1462 ms
104,499,861,16,602,1.013468,3159 ms
105,712,1217,16,875,1.033057,9550 ms
106,52,1326,16,1069,1.023946,96 ms
107,837,1438,16,859,1.012971,8855 ms
108,822,1466,16,4631,1.004773,6454 ms
109,1051,1791,16,949,1.010649,16078 ms
110,1442,2403,16,884,1.000000,17622 ms
111,1848,3286,16,919,1.005470,28359 ms
112,2961,5100,16,1451,1.007638,102089 ms
113,6405,10454,16,2275,1.008421,583151 ms
114,7998,14734,16,15817,1.049150,609446 ms
115,122,194,17,210,1.000000,219 ms
116,177,354,17,1700442,1.000000,1244 ms
117,220,374,17,254,1.000000,338 ms
118,223,404,17,1700531,1.000003,2339 ms
119,310,514,17,370,1.000000,1095 ms
120,342,552,17,549,1.000000,1999 ms
121,343,559,17,470,1.035242,1728 ms
122,429,702,17,490,1.016597,2597 ms
123,2039,3548,17,1134,1.027173,32015 ms
124,2333,4137,17,1410,1.032967,79426 ms
125,211,380,18,1801471,1.000003,2464 ms
126,1005,1731,18,781,1.001282,12406 ms
127,1709,2963,18,933,1.007559,32814 ms
128,2050,3676,18,1019,1.001966,50536 ms
129,3738,7013,18,1598,1.017834,151417 ms
130,119,206,19,1901450,1.000002,1312 ms
131,189,353,19,1900443,1.000002,2028 ms
132,245,454,20,2000275,1.000001,3274 ms
133,321,540,20,4244,1.027105,4011 ms
134,1989,3641,20,8607,1.024033,66320 ms
135,3683,6717,20,9464,1.035108,130121 ms
136,237,444,21,2100530,1.000003,4006 ms
137,529,1032,21,2103309,1.000012,14346 ms
138,735,1256,21,772,1.011795,12291 ms
139,770,1383,21,750,1.000000,10835 ms
140,4640,8255,21,1396,1.014534,184610 ms
141,233,431,22,2200572,1.000006,3939 ms
142,294,568,22,2200403,1.000004,4933 ms
143,828,1472,22,5992,1.028846,17062 ms
144,4186,7074,22,1976,1.032392,310130 ms
145,132,230,23,2300245,1.000000,1760 ms
146,257,515,23,2300406,1.000013,3943 ms
147,3983,7108,23,1495,1.004704,112090 ms
148,262,487,24,2400629,1.000002,6417 ms
149,493,963,24,2403351,1.000007,16668 ms
150,7231,13727,24,2200,1.012425,549246 ms
151,8007,14743,24,18897,1.061450,1094357 ms
152,19083,35636,24,24339,1.024153,4327309 ms
153,246,468,25,2500565,1.000009,5538 ms
154,422,808,25,2500838,1.000003,12564 ms
155,58,1653,25,13682,1.001977,746 ms
156,1994,3646,25,10127,1.042515,101938 ms
157,2213,4135,25,1102,1.003642,55194 ms
158,2414,4386,25,1438,1.009831,128899 ms
159,3636,6789,25,1362,1.000000,145870 ms
160,5349,10086,25,2022,1.013026,348673 ms
161,640,40896,25,7090,1.363723,8988 ms
162,640,40896,25,7075,1.362410,9071 ms
163,640,40896,25,7089,1.364844,9158 ms
164,640,40896,25,7094,1.362920,9091 ms
165,640,40896,25,7068,1.354541,9171 ms
166,402,780,26,2600490,1.000002,9689 ms
167,396,781,26,2600466,1.000008,12110 ms
168,752,1264,26,813,1.008684,18408 ms
169,243,497,27,2700464,1.000008,4994 ms
170,370,721,27,2700507,1.000001,10083 ms
171,243,1215,27,48,1.142857,2479 ms
172,243,1215,27,7889,1.080832,3328 ms
173,243,1215,27,78,1.098591,2706 ms
174,272,545,28,2800488,1.000007,7715 ms
175,307,559,28,2800379,1.000000,11454 ms
176,3692,6726,28,10740,1.021009,305747 ms
177,245,436,29,2900482,1.000001,9147 ms
178,247,505,29,2900528,1.000015,6943 ms
179,1724,2975,29,1277,1.026527,79386 ms
180,467,896,30,3000582,1.000004,22906 ms
181,8013,14749,30,22398,1.029461,1814567 ms
182,323,592,31,3100637,1.000000,15053 ms
183,1199,2078,31,1073,1.004681,49097 ms
184,10553,20066,32,3427,1.008237,2213788 ms
185,437,838,33,3300518,1.000001,22492 ms
186,840,1484,34,7316,1.023932,52410 ms
187,1244,2474,34,3400685,1.000011,129858 ms
188,435,818,36,3600617,1.000001,33636 ms
189,8017,14753,36,21541,1.041735,3281501 ms
190,1011,2010,37,3700493,1.000002,98394 ms
191,2132,3702,37,1641,1.032075,225365 ms
192,11749,22384,37,4267,1.023998,4593309 ms
193,603,1207,38,3800680,1.000006,49655 ms
194,703,1616,39,3900468,1.000004,65370 ms
195,550,5013,50,57,1.055555,23752 ms
196,729,4368,76,114,1.140000,142156 ms
197,10393,18043,104,4430,1.032152,16117357 ms
